Plate ID,Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
PV002,2024-03-18,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.17,0.28,0.33,0.35,0.33,0.28,0.22,0.17,0.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV003,2024-03-18,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.12,0.20,0.24,0.26,0.24,0.20,0.16,0.12,0.06,0.02,0.00,0.00,0.00,0.00,0.00,0.00
PV004,2024-03-18,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.20,0.33,0.40,0.43,0.40,0.33,0.27,0.20,0.11,0.04,0.00,0.00,0.00,0.00,0.00,0.00
PV005,2024-03-18,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.18,0.30,0.36,0.39,0.36,0.30,0.24,0.18,0.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV001,2024-03-19,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.18,0.35,0.58,0.81,0.92,0.98,0.87,0.69,0.46,0.29,0.12,0.06,0.00,0.00,0.00,0.00,0.00
PV002,2024-03-19,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.20,0.40,0.67,0.93,1.06,1.13,1.00,0.80,0.53,0.33,0.13,0.07,0.00,0.00,0.00,0.00,0.00
PV003,2024-03-19,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.15,0.30,0.50,0.70,0.80,0.85,0.75,0.60,0.40,0.25,0.10,0.05,0.00,0.00,0.00,0.00,0.00
PV004,2024-03-19,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.26,0.51,0.85,1.19,1.36,1.45,1.28,1.02,0.68,0.43,0.17,0.09,0.00,0.00,0.00,0.00,0.00
PV005,2024-03-19,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.21,0.42,0.69,0.97,1.10,1.18,1.04,0.83,0.55,0.35,0.14,0.07,0.00,0.00,0.00,0.00,0.00
PV001,2024-03-20,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.22,0.39,0.50,0.55,0.53,0.44,0.33,0.22,0.11,0.06,0.00,0.00,0.00,0.00,0.00,0.00
PV002,2024-03-20,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.12,0.24,0.42,0.54,0.59,0.57,0.48,0.36,0.24,0.12,0.07,0.00,0.00,0.00,0.00,0.00,0.00
PV003,2024-03-20,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.18,0.30,0.39,0.43,0.41,0.34,0.26,0.17,0.09,0.04,0.00,0.00,0.00,0.00,0.00,0.00
PV004,2024-03-20,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.16,0.32,0.56,0.72,0.79,0.76,0.63,0.47,0.31,0.16,0.09,0.00,0.00,0.00,0.00,0.00,0.00
PV005,2024-03-20,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.13,0.26,0.45,0.58,0.64,0.61,0.51,0.38,0.25,0.13,0.07,0.00,0.00,0.00,0.00,0.00,0.00
PV001,2024-03-21,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.08,0.15,0.25,0.30,0.32,0.30,0.25,0.20,0.15,0.08,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV002,2024-03-21,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.17,0.28,0.33,0.35,0.33,0.28,0.22,0.17,0.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV003,2024-03-21,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.12,0.20,0.24,0.26,0.24,0.20,0.16,0.12,0.06,0.02,0.00,0.00,0.00,0.00,0.00,0.00
PV004,2024-03-21,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.20,0.33,0.40,0.43,0.40,0.33,0.27,0.20,0.11,0.04,0.00,0.00,0.00,0.00,0.00,0.00
PV005,2024-03-21,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.18,0.30,0.36,0.39,0.36,0.30,0.24,0.18,0.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV001,2024-03-22,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.18,0.35,0.58,0.81,0.92,0.98,0.87,0.69,0.46,0.29,0.12,0.06,0.00,0.00,0.00,0.00,0.00
PV002,2024-03-22,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.20,0.40,0.67,0.93,1.06,1.13,1.00,0.80,0.53,0.33,0.13,0.07,0.00,0.00,0.00,0.00,0.00
PV003,2024-03-22,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.15,0.30,0.50,0.70,0.80,0.85,0.75,0.60,0.40,0.25,0.10,0.05,0.00,0.00,0.00,0.00,0.00
PV004,2024-03-22,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.26,0.51,0.85,1.19,1.36,1.45,1.28,1.02,0.68,0.43,0.17,0.09,0.00,0.00,0.00,0.00,0.00
PV005,2024-03-22,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.21,0.42,0.69,0.97,1.10,1.18,1.04,0.83,0.55,0.35,0.14,0.07,0.00,0.00,0.00,0.00,0.00
PV001,2024-03-23,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.22,0.39,0.50,0.55,0.53,0.44,0.33,0.22,0.11,0.06,0.00,0.00,0.00,0.00,0.00,0.00
PV002,2024-03-23,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.12,0.24,0.42,0.54,0.59,0.57,0.48,0.36,0.24,0.12,0.07,0.00,0.00,0.00,0.00,0.00,0.00
PV003,2024-03-23,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.18,0.30,0.39,0.43,0.41,0.34,0.26,0.17,0.09,0.04,0.00,0.00,0.00,0.00,0.00,0.00
PV004,2024-03-23,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.16,0.32,0.56,0.72,0.79,0.76,0.63,0.47,0.31,0.16,0.09,0.00,0.00,0.00,0.00,0.00,0.00
PV005,2024-03-23,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.13,0.26,0.45,0.58,0.64,0.61,0.51,0.38,0.25,0.13,0.07,0.00,0.00,0.00,0.00,0.00,0.00
PV001,2024-03-24,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.08,0.15,0.25,0.30,0.32,0.30,0.25,0.20,0.15,0.08,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV002,2024-03-24,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.17,0.28,0.33,0.35,0.33,0.28,0.22,0.17,0.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV003,2024-03-24,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.12,0.20,0.24,0.26,0.24,0.20,0.16,0.12,0.06,0.02,0.00,0.00,0.00,0.00,0.00,0.00
PV004,2024-03-24,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.20,0.33,0.40,0.43,0.40,0.33,0.27,0.20,0.11,0.04,0.00,0.00,0.00,0.00,0.00,0.00
PV005,2024-03-24,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.18,0.30,0.36,0.39,0.36,0.30,0.24,0.18,0.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV001,2024-03-25,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.18,0.35,0.58,0.81,0.92,0.98,0.87,0.69,0.46,0.29,0.12,0.06,0.00,0.00,0.00,0.00,0.00
PV002,2024-03-25,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.20,0.40,0.67,0.93,1.06,1.13,1.00,0.80,0.53,0.33,0.13,0.07,0.00,0.00,0.00,0.00,0.00
PV003,2024-03-25,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.15,0.30,0.50,0.70,0.80,0.85,0.75,0.60,0.40,0.25,0.10,0.05,0.00,0.00,0.00,0.00,0.00
PV004,2024-03-25,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.26,0.51,0.85,1.19,1.36,1.45,1.28,1.02,0.68,0.43,0.17,0.09,0.00,0.00,0.00,0.00,0.00
PV005,2024-03-25,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.21,0.42,0.69,0.97,1.10,1.18,1.04,0.83,0.55,0.35,0.14,0.07,0.00,0.00,0.00,0.00,0.00
PV001,2024-03-26,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.22,0.39,0.50,0.55,0.53,0.44,0.33,0.22,0.11,0.06,0.00,0.00,0.00,0.00,0.00,0.00
PV002,2024-03-26,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.12,0.24,0.42,0.54,0.59,0.57,0.48,0.36,0.24,0.12,0.07,0.00,0.00,0.00,0.00,0.00,0.00
PV003,2024-03-26,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.18,0.30,0.39,0.43,0.41,0.34,0.26,0.17,0.09,0.04,0.00,0.00,0.00,0.00,0.00,0.00
PV004,2024-03-26,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.16,0.32,0.56,0.72,0.79,0.76,0.63,0.47,0.31,0.16,0.09,0.00,0.00,0.00,0.00,0.00,0.00
PV005,2024-03-26,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.13,0.26,0.45,0.58,0.64,0.61,0.51,0.38,0.25,0.13,0.07,0.00,0.00,0.00,0.00,0.00,0.00
PV001,2024-03-27,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.08,0.15,0.25,0.30,0.32,0.30,0.25,0.20,0.15,0.08,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV002,2024-03-27,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.17,0.28,0.33,0.35,0.33,0.28,0.22,0.17,0.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV003,2024-03-27,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.12,0.20,0.24,0.26,0.24,0.20,0.16,0.12,0.06,0.02,0.00,0.00,0.00,0.00,0.00,0.00
PV004,2024-03-27,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.20,0.33,0.40,0.43,0.40,0.33,0.27,0.20,0.11,0.04,0.00,0.00,0.00,0.00,0.00,0.00
PV005,2024-03-27,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.18,0.30,0.36,0.39,0.36,0.30,0.24,0.18,0.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV001,2024-03-28,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.18,0.35,0.58,0.81,0.92,0.98,0.87,0.69,0.46,0.29,0.12,0.06,0.00,0.00,0.00,0.00,0.00
PV002,2024-03-28,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.20,0.40,0.67,0.93,1.06,1.13,1.00,0.80,0.53,0.33,0.13,0.07,0.00,0.00,0.00,0.00,0.00
PV003,2024-03-28,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.15,0.30,0.50,0.70,0.80,0.85,0.75,0.60,0.40,0.25,0.10,0.05,0.00,0.00,0.00,0.00,0.00
PV004,2024-03-28,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.26,0.51,0.85,1.19,1.36,1.45,1.28,1.02,0.68,0.43,0.17,0.09,0.00,0.00,0.00,0.00,0.00
PV005,2024-03-28,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.21,0.42,0.69,0.97,1.10,1.18,1.04,0.83,0.55,0.35,0.14,0.07,0.00,0.00,0.00,0.00,0.00
PV001,2024-03-29,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.22,0.39,0.50,0.55,0.53,0.44,0.33,0.22,0.11,0.06,0.00,0.00,0.00,0.00,0.00,0.00
PV002,2024-03-29,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.12,0.24,0.42,0.54,0.59,0.57,0.48,0.36,0.24,0.12,0.07,0.00,0.00,0.00,0.00,0.00,0.00
PV003,2024-03-29,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.18,0.30,0.39,0.43,0.41,0.34,0.26,0.17,0.09,0.04,0.00,0.00,0.00,0.00,0.00,0.00
PV004,2024-03-29,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.16,0.32,0.56,0.72,0.79,0.76,0.63,0.47,0.31,0.16,0.09,0.00,0.00,0.00,0.00,0.00,0.00
PV005,2024-03-29,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.13,0.26,0.45,0.58,0.64,0.61,0.51,0.38,0.25,0.13,0.07,0.00,0.00,0.00,0.00,0.00,0.00
PV001,2024-03-30,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.08,0.15,0.25,0.30,0.32,0.30,0.25,0.20,0.15,0.08,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV002,2024-03-30,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.17,0.28,0.33,0.35,0.33,0.28,0.22,0.17,0.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV003,2024-03-30,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.12,0.20,0.24,0.26,0.24,0.20,0.16,0.12,0.06,0.02,0.00,0.00,0.00,0.00,0.00,0.00
PV004,2024-03-30,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.20,0.33,0.40,0.43,0.40,0.33,0.27,0.20,0.11,0.04,0.00,0.00,0.00,0.00,0.00,0.00
PV005,2024-03-30,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.18,0.30,0.36,0.39,0.36,0.30,0.24,0.18,0.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV001,2024-03-31,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.18,0.35,0.58,0.81,0.92,0.98,0.87,0.69,0.46,0.29,0.12,0.06,0.00,0.00,0.00,0.00,0.00
PV002,2024-03-31,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.20,0.40,0.67,0.93,1.06,1.13,1.00,0.80,0.53,0.33,0.13,0.07,0.00,0.00,0.00,0.00,0.00
PV003,2024-03-31,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.15,0.30,0.50,0.70,0.80,0.85,0.75,0.60,0.40,0.25,0.10,0.05,0.00,0.00,0.00,0.00,0.00
PV004,2024-03-31,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.26,0.51,0.85,1.19,1.36,1.45,1.28,1.02,0.68,0.43,0.17,0.09,0.00,0.00,0.00,0.00,0.00
PV005,2024-03-31,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.21,0.42,0.69,0.97,1.10,1.18,1.04,0.83,0.55,0.35,0.14,0.07,0.00,0.00,0.00,0.00,0.00
PV001,2024-04-01,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.25,0.50,0.83,1.17,1.33,1.42,1.25,1.00,0.67,0.42,0.17,0.08,0.00,0.00,0.00,0.00,0.00
PV002,2024-04-01,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.28,0.56,0.93,1.30,1.48,1.58,1.40,1.12,0.75,0.47,0.19,0.09,0.00,0.00,0.00,0.00,0.00
PV003,2024-04-01,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.22,0.44,0.73,1.02,1.17,1.25,1.10,0.88,0.59,0.37,0.15,0.07,0.00,0.00,0.00,0.00,0.00
PV004,2024-04-01,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.36,0.71,1.19,1.66,1.89,2.02,1.78,1.42,0.95,0.60,0.24,0.12,0.00,0.00,0.00,0.00,0.00
PV005,2024-04-01,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.30,0.60,1.00,1.40,1.60,1.70,1.50,1.20,0.80,0.50,0.20,0.10,0.00,0.00,0.00,0.00,0.00
PV001,2024-04-02,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.22,0.39,0.50,0.55,0.53,0.44,0.33,0.22,0.11,0.06,0.00,0.00,0.00,0.00,0.00,0.00
PV002,2024-04-02,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.12,0.24,0.42,0.54,0.59,0.57,0.48,0.36,0.24,0.12,0.07,0.00,0.00,0.00,0.00,0.00,0.00
PV003,2024-04-02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.18,0.30,0.39,0.43,0.41,0.34,0.26,0.17,0.09,0.04,0.00,0.00,0.00,0.00,0.00,0.00
PV004,2024-04-02,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.16,0.32,0.56,0.72,0.79,0.76,0.63,0.47,0.31,0.16,0.09,0.00,0.00,0.00,0.00,0.00,0.00
PV005,2024-04-02,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.13,0.26,0.45,0.58,0.64,0.61,0.51,0.38,0.25,0.13,0.07,0.00,0.00,0.00,0.00,0.00,0.00
PV001,2024-04-03,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.08,0.15,0.25,0.30,0.32,0.30,0.25,0.20,0.15,0.08,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV002,2024-04-03,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.17,0.28,0.33,0.35,0.33,0.28,0.22,0.17,0.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV003,2024-04-03,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.12,0.20,0.24,0.26,0.24,0.20,0.16,0.12,0.06,0.02,0.00,0.00,0.00,0.00,0.00,0.00
PV004,2024-04-03,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.20,0.33,0.40,0.43,0.40,0.33,0.27,0.20,0.11,0.04,0.00,0.00,0.00,0.00,0.00,0.00
PV005,2024-04-03,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.18,0.30,0.36,0.39,0.36,0.30,0.24,0.18,0.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00
PV001,2024-04-04,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.25,0.50,0.83,1.17,1.33,1.42,1.25,1.00,0.67,0.42,0.17,0.08,0.00,0.00,0.00,0.00,0.00
PV002,2024-04-04,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.28,0.56,0.93,1.30,1.48,1.58,1.40,1.12,0.75,0.47,0.19,0.09,0.00,0.00,0.00,0.00,0.00
PV003,2024-04-04,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.22,0.44,0.73,1.02,1.17,1.25,1.10,0.88,0.59,0.37,0.15,0.07,0.00,0.00,0.00,0.00,0.00
PV004,2024-04-04,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.36,0.71,1.19,1.66,1.89,2.02,1.78,1.42,0.95,0.60,0.24,0.12,0.00,0.00,0.00,0.00,0.00
PV005,2024-04-04,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.30,0.60,1.00,1.40,1.60,1.70,1.50,1.20,0.80,0.50,0.20,0.10,0.00,0.00,0.00,0.00,0.00
PV001,2024-04-05,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.22,0.44,0.73,1.02,1.17,1.25,1.10,0.88,0.59,0.37,0.15,0.07,0.00,0.00,0.00,0.00,0.00
PV002,2024-04-05,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.25,0.50,0.83,1.17,1.33,1.42,1.25,1.00,0.67,0.42,0.17,0.08,0.00,0.00,0.00,0.00,0.00
PV003,2024-04-05,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.19,0.38,0.63,0.88,1.01,1.08,0.95,0.76,0.51,0.32,0.13,0.06,0.00,0.00,0.00,0.00,0.00
PV004,2024-04-05,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.33,0.67,1.11,1.56,1.78,1.90,1.68,1.34,0.89,0.56,0.22,0.11,0.00,0.00,0.00,0.00,0.00
PV005,2024-04-05,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.28,0.56,0.93,1.30,1.48,1.58,1.40,1.12,0.75,0.47,0.19,0.09,0.00,0.00,0.00,0.00,0.00
PV001,2024-04-06,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.19,0.38,0.63,0.88,1.01,1.08,0.95,0.76,0.51,0.32,0.13,0.06,0.00,0.00,0.00,0.00,0.00
PV002,2024-04-06,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.22,0.44,0.73,1.02,1.17,1.25,1.10,0.88,0.59,0.37,0.15,0.07,0.00,0.00,0.00,0.00,0.00
PV003,2024-04-06,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.16,0.32,0.53,0.74,0.85,0.91,0.80,0.64,0.43,0.27,0.11,0.05,0.00,0.00,0.00,0.00,0.00
PV004,2024-04-06,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.30,0.60,1.00,1.40,1.60,1.70,1.50,1.20,0.80,0.50,0.20,0.10,0.00,0.00,0.00,0.00,0.00
PV005,2024-04-06,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.25,0.50,0.83,1.17,1.33,1.42,1.25,1.00,0.67,0.42,0.17,0.08,0.00,0.00,0.00,0.00,0.00
PV001,2024-04-07,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.25,0.50,0.83,1.17,1.33,1.42,1.25,1.00,0.67,0.42,0.17,0.08,0.00,0.00,0.00,0.00,0.00
PV002,2024-04-07,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.28,0.56,0.93,1.30,1.48,1.58,1.40,1.12,0.75,0.47,0.19,0.09,0.00,0.00,0.00,0.00,0.00
PV003,2024-04-07,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.22,0.44,0.73,1.02,1.17,1.25,1.10,0.88,0.59,0.37,0.15,0.07,0.00,0.00,0.00,0.00,0.00
PV004,2024-04-07,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.36,0.71,1.19,1.66,1.89,2.02,1.78,1.42,0.95,0.60,0.24,0.12,0.00,0.00,0.00,0.00,0.00
PV005,2024-04-07,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.30,0.60,1.00,1.40,1.60,1.70,1.50,1.20,0.80,0.50,0.20,0.10,0.00,0.00,0.00,0.00,0.00
PV001,2024-04-08,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.22,0.44,0.73,1.02,1.17,1.25,1.10,0.88,0.59,0.37,0.15,0.07,0.00,0.00,0.00,0.00,0.00
PV002,2024-04-08,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.25,0.50,0.83,1.17,1.33,1.42,1.25,1.00,0.67,0.42,0.17,0.08,0.00,0.00,0.00,0.00,0.00
PV003,2024-04-08,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.19,0.38,0.63,0.88,1.01,1.08,0.95,0.76,0.51,0.32,0.13,0.06,0.00,0.00,0.00,0.00,0.00
PV004,2024-04-08,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.33,0.67,1.11,1.56,1.78,1.90,1.68,1.34,0.89,0.56,0.22,0.11,0.00,0.00,0.00,0.00,0.00
PV005,2024-04-08,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.28,0.56,0.93,1.30,1.48,1.58,1.40,1.12,0.75,0.47,0.19,0.09,0.00,0.00,0.00,0.00,0.00
PV001,2024-04-09,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.19,0.38,0.63,0.88,1.01,1.08,0.95,0.76,0.51,0.32,0.13,0.06,0.00,0.00,0.00,0.00,0.00
PV002,2024-04-09,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.22,0.44,0.73,1.02,1.17,1.25,1.10,0.88,0.59,0.37,0.15,0.07,0.00,0.00,0.00,0.00,0.00
PV003,2024-04-09,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.16,0.32,0.53,0.74,0.85,0.91,0.80,0.64,0.43,0.27,0.11,0.05,0.00,0.00,0.00,0.00,0.00
PV004,2024-04-09,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.30,0.60,1.00,1.40,1.60,1.70,1.50,1.20,0.80,0.50,0.20,0.10,0.00,0.00,0.00,0.00,0.00
PV005,2024-04-09,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.25,0.50,0.83,1.17,1.33,1.42,1.25,1.00,0.67,0.42,0.17,0.08,0.00,0.00,0.00,0.00,0.00
PV001,2024-04-10,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.25,0.50,0.83,1.17,1.33,1.42,1.25,1.00,0.67,0.42,0.17,0.08,0.00,0.00,0.00,0.00,0.00
PV002,2024-04-10,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.28,0.56,0.93,1.30,1.48,1.58,1.40,1.12,0.75,0.47,0.19,0.09,0.00,0.00,0.00,0.00,0.00
PV003,2024-04-10,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.22,0.44,0.73,1.02,1.17,1.25,1.10,0.88,0.59,0.37,0.15,0.07,0.00,0.00,0.00,0.00,0.00
PV004,2024-04-10,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.36,0.71,1.19,1.66,1.89,2.02,1.78,1.42,0.95,0.60,0.24,0.12,0.00,0.00,0.00,0.00,0.00
PV005,2024-04-10,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.30,0.60,1.00,1.40,1.60,1.70,1.50,1.20,0.80,0.50,0.20,0.10,0.00,0.00,0.00,0.00,0.00
PV001,2024-04-11,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.22,0.44,0.73,1.02,1.17,1.25,1.10,0.88,0.59,0.37,0.15,0.07,0.00,0.00,0.00,0.00,0.00
PV002,2024-04-11,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.25,0.50,0.83,1.17,1.33,1.42,1.25,1.00,0.67,0.42,0.17,0.08,0.00,0.00,0.00,0.00,0.00
PV003,2024-04-11,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.19,0.38,0.63,0.88,1.01,1.08,0.95,0.76,0.51,0.32,0.13,0.06,0.00,0.00,0.00,0.00,0.00
PV004,2024-04-11,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.33,0.67,1.11,1.56,1.78,1.90,1.68,1.34,0.89,0.56,0.22,0.11,0.00,0.00,0.00,0.00,0.00
PV005,2024-04-11,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.28,0.56,0.93,1.30,1.48,1.58,1.40,1.12,0.75,0.47,0.19,0.09,0.00,0.00,0.00,0.00,0.00
PV001,2024-04-12,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.19,0.38,0.63,0.88,1.01,1.08,0.95,0.76,0.51,0.32,0.13,0.06,0.00,0.00,0.00,0.00,0.00
PV002,2024-04-12,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.22,0.44,0.73,1.02,1.17,1.25,1.10,0.88,0.59,0.37,0.15,0.07,0.00,0.00,0.00,0.00,0.00
PV003,2024-04-12,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.16,0.32,0.53,0.74,0.85,0.91,0.80,0.64,0.43,0.27,0.11,0.05,0.00,0.00,0.00,0.00,0.00
PV004,2024-04-12,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.30,0.60,1.00,1.40,1.60,1.70,1.50,1.20,0.80,0.50,0.20,0.10,0.00,0.00,0.00,0.00,0.00
PV005,2024-04-12,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.25,0.50,0.83,1.17,1.33,1.42,1.25,1.00,0.67,0.42,0.17,0.08,0.00,0.00,0.00,0.00,0.00
